Debiteurnummer;Naam1;Naam2;Zoeknaam;Adres;Postcode;Plaats;Land;Contact;Telefoon;Mobiel;Email;Email cc;Email factuur;Email factuur cc;BTW nummer
00002197;DE NOOD;TECHNISCH ONDERHOUDS BEDRIJF;NOOD    ;SPOORSTRAAT 29;4431 NK ;S'GRAVENPOLDER;NL      ;;(0)113-316822;;info@de-nood.nl                                             ;;;;
00002198;SEASUN BV;;SEASUN B;KREEKWEG 2;4421 RV ;KAPELLE ;NL      ;MARCO NIEUWENHUIZE;0113-347068;06-28879776;marcon@seasun.info                                          ;;Factuur@seasun.info;;
00002199;JAN PETERS EN ZONEN VOF;;PETERS  ;LAGEWEG 14A;6621 BS ;DREUMEL ;NL      ;;0487-572424;;info@janpeterslmb.nl                                        ;;;;
00002209;EMV NV;;EMV     ;MEENSESTEENWEG 354;8800    ;ROESELARE-RUMBEKE;BE      ;;003251221069;;;;;;
00003138;BROEKENS STIENS BV        D;;BROEKENS;TRUERDERWEG 4 - A;9051 JC ;STIENS  -  NEDERLAND;NL      ;;;;;;;;M010119 
00003140;BROEKENS GORREDIJK BV     D;;BROEKENS;BADWEG 50;8401 BL ;GORREDIJK -  NEDERLAND;NL      ;GERRIT BROEKENS;051-3463825;;gorredijk@broekens.nl                                       ;magazijn.gorredijk@broekens.nl;Gorredijk@broekens.nl;;
00003141;OOSTERWIJK;UW GROENE  VAKWINKEL;OOSTERWI;DEVENTERWEG 79;7451 MC ;HOLTEN  ;NL      ;;0548-364950;06-51227367;info@vakwinkel.com                                          ;;;;M190715 
00003150;BTN DE HAAS BV;;HAAS    ;OSLOWEG 139;9723 BK ;GRONINGEN;NL      ;;050-5414311;;inkoop@btndehaas.nl                                         ;;factuur@btndehaas.nl;;
00003166;GEBR.GREIDANUS BV.LMB   D;;GREIDANU;KLEASTERDIJK 44;8831 XC ;WINSUM  -  NEDERLAND;NL      ;SIETSE OF AUKE;051-7342075;;auke@greidanuswinsum.nl                                     ;;Adm@greidanuswinsum.nl;;
00003167;GTI ZUIDOOST BV.;;GTI ZUID;AMERIKALAAN 35;6199 AE ;MAASTRICHT AIRPORT;NL      ;MAURICE MUITJENS, W JANSSEN;043-3675000;;;;;;
00003170;GEEVE HYDRAULICS BV;;GEEVE HY;STOLWIJKSTRAAT 91;3079 DN ;ROTTERDAM;NL      ;T.a.v. PETER;010-4791511;06-23360028;purchase@geeve.com                                          ;;Annelies@geeve.com;;
00003171;HOBO HYDRAULIEK BV;;HOBO    ;ROALD AMUNDSENSTRAAT 25;7825 AP ;EMMEN   ;NL      ;;0591314163;06-19204459;info@hobohydrauliek.nl                                      ;;Facturatie@hobohydrauliek.nl;;
00003172;LMB HOGENHUIS BV;;HOGENHUI;PINGJUMMERSTRAAT 4;8748 BN ;WITMARSUM;NL      ;;051-7531531;;hogenhuis.bv@hetnet.nl                                      ;dreinsma@hetnet.nl  (inkoop + magazijn);;;
00003173;HOEKENGA BV. LMB;Failliet niet meer leveren;FAILLIET;Industrieweg 19;1775 PV ;MIDDENMEER - NEDERLAND;NL      ;;0227-501555/242;;;;;;MARC    
00003175;HOMBURG MACHINEHANDEL BV;;HOMBURG ;IT NOARDERFJILD 21;9051 BM ;STIENS  -  NEDERLAND;NL      ;PIET SIJTSEMA;058-2571555;;ps@homburg-holland.com                                      ;bjb@homburg-holland.com;Mb@homburg-holland.com;;
00003176;HOBUR TWENTE BV;;HOBUR TW;BEDRIJVENPARK TWENTE 115;7602 KE ;ALMELO;NL      ;;0546-573665;;info@hobur.nl                                               ;;;;M010804 
00003177;HSI HOLLAND VOF;;HSI HOLL;CLUSEPAD 1;6919 BA ;TOLKAMER;NL      ;;0316-249722;;;;;;
00003178;FRIESLAND HYDRAULIEK;;FRIESLAN;INNOVATIELAAN 25;8466 SN ;HEERENVEEN-WEST;NL      ;LEO DE JONG;0513-617073;GJ 06-54728991;info@geje.nl / info@nijholt.nl                              ;;;;
00003179;VAN DE GLIND MECHANISATIE;;GLIND   ;ACHTERVELDSEWEG 23;3772 NA ;BARNEVELD;NL      ;;0342-414002;;vandeglindmech@solcon.nl                                    ;;;;
00003189;MEINDERTS WERGEA B.V.;;MEINDERT;WARTENSTERDIJK 4;9005 XS ;WERGEA  -  NEDERLAND;NL      ;A. DIJKSTRA;058-2551565;;info@meinderts.nl                                           ;magazijn@meinderts.nl        a. dijkstra4;;;
00003197;HM POWER TRANSMISSION;;HM      ;STIPPELSTRAAT 44;B3800   ;SINT-TRUIDEN;BE      ;T.a.v. R. Peetersmans;0032471220421;;rhonny.peetermans@hmpowertransmission.be                    ;;;;
00003198;Nick-all-fix Milis Hydraulics;BVBA;NICK    ;HEITSE HOEKSTRAAT 10B;2220    ;HEIST OP DEN BERG;BE      ;;0032-474552382;;nick-all-fix@outlook.com                                    ;;;;
00003199;BLOK MECHANISCHE;INDUSTRIE B.V.;BLOK MEC;WITTE HEKWEG 3;1951 HK ;VELSEN-NOORD;NL      ;ANTON KLIJBROEK;0251-260000;;inkoop@blokgroep.nl                                         ;;Invoices@blokgroep.nl;;
00003200;ZUMRO BV;;ZUMRO BV;MEER EN DUIN 82;2163 HC ;LISSE   ;NL      ;T.a.v. Bas Fikkers;0252-419002;;purchase@resqtec.com                                        ;;invoice@resqtec.com;;
00003205;HYDRAULIEK TOTAAL;;HYDRAULI;PEKELWERK 33;9663 AW ;NIEUWE PEKELA;NL      ;T.a.v. dhr. W.J. Bunk;0597-618100;06-36199923;wj.bunk@hydrauliektotaal.nl                                 ;;;;
00003206;GRANIT PARTS C.V.;;GRANIT P;CATHARINASTRAAT 4A;7031 BC ;WEHL    ;NL      ;DHR.R. VAN GERVEN;0314-684741;06-47906646;multi.parts@granit-parts.com                                ;;;;
00003208;STARK LOADHANDLING BV;;STARK LO;BURG. JANSSENSTRAAT 4;7951 TG ;STAPHORST;NL      ;H. DOLSTRA;0522-461103;06-54944659;info@starkbv.nl                                             ;;;;
00003209;HYDRAULIEK SERVICE;;HYDRAULI;Homburg 25;4153 BS ;BEESD   ;NL      ;MARTIEN VAN ZANDWIJK;0345-684010;;info@hydrauliekservice.nl                                   ;;factuur@hydrauliekservice.nl;;
00003210;WNH ENGINEERING;;WNH     ;DE TELLINGHORST 14;7909 CH ;HOOGEVEEN;NL      ;W.D.NIJENHUIS;0528-221891;06-21930875;wdnijenhuis@home.nl                                         ;;;;M311221 
00003214;Van der Waay Productie B.V.;;WAAY    ;Finlandlaan 2;2391 PV ;HAZERSWOUDE;NL      ;T.a.v. M. Koolmees;0172-210311;06-53174632joost;purchase@vdwaay.nl                                          ;marcel koolmees;Admin@vdwaay.nl;;
00003220;DROST BV;;DROST   ;UTRECHTSESTRAATWEG 204A;3911 TX ;RHENEN  ;NL      ;T.A.V. FRANS;0317-618817;06-51197816frans;info@drosthydrauliek.nl                                     ;;;;MARC    
00003235;DIMACRO B.V.;;DIMACRO ;MOORVELD 12;5757 PN ;LIESSEL ;NL      ;;0493-341663;06-51520600;;;;;M08-10-8
00003236;VAN DIEPENBEEK HYDRAULIEK B.V.;;DIEPENBE;DE GROOTE HEEZE 52;6598 AV ;HEIJEN  ;NL      ;;0485-516300;;sales@diepenbeek.info                                       ;;Administratie@vandiepenbeek.com;;
00003240;DROST BV;;DROST   ;UTRECHTSESTRAATWEG 204A;3911 TX ;RHENEN  ;NL      ;DHR. G.C. BROEKMAN;0317-618817;06-51197816frans;info@drosthydrauliek.nl                                     ;;bookkeeping@nimos.nl;;
00003251;MH HYDRAULICS BV;;MH      ;EDISONWEG 12;3208 KB ;SPYKENISSE;NL      ;T.a.v. A. Phagoe;0181-692555;;a.phagoe@mh.nl                                              ;;FINANCE@MH.NL;;
00003259;CPR B.V.;;CPR     ;GRUNDELSTRAAT 1;8102 HT ;RAALTE  -  NEDERLAND;NL      ;HANS;0572-345999;;production@cpr.nl                                           ;;;;
00003262;MABO-LIFTING NEDERLAND B.V.;;MABO-LIF;KRUITMOLEN 34E;1601 MC ;ENKHUIZEN;NL      ;T.a.v. Crediteurenadministr.;0228-326751;06-50205266;magazijn@mabo-lifting.nl                                    ;s.jiawan@mabo-lifting.nl;Facturen@mabo-lifting.nl;;
00003263;WIDO B.V.;;WIDO B.V;KERKENHOFSTRAAT 1;6684 DJ ;RESSEN - BEMMEL;NL      ;;0481-461534;;;;;;
00003267;MARRUM MECHANISATIE BV.;;MARRUM M;BOTNIAWEG 6;9073 TV ;MARRUM FR.  -  NEDERLAND;NL      ;;0518-411970;;;;;;
00003268;MAATSCHAP HAARMAN;;MAATSCHA;VELDWEG 2;8111 RV ;HEETEN;NL      ;;0572-382529;;;;;;
00003270;WIFO-ANEMA B.V.;;WIFO-ANE;HOGEBEINTUMERWEG 37;9172 GP ;FERWERD  -  NEDERLAND;NL      ;T.a.v. Dhr. W. Anema;0518-411318;;inkoop@wifo.nl                                              ;;Facturen@wifo.nl;;
00003290;A.VAN DODEWAARD B.V.;;DODEWAA ;SINT WALBURG 14;6671 AS ;ZETTEN  ;NL      ;;0488-420390;;;;;;
00003300;DYNASTART V.O.F.;;DYNASTAR;HERMESWEG 28;3771 ND ;BARNEVELD;NL      ;;0342-550220;342 55 02 20;info@dh-bv.nl                                               ;;Facturen@dynastarthydraulics.nl;;
00003307;PRODINA BV;;PRODINA ;OOSTERWIJZEND 50;1616 LD ;HOOGKARSPEL;NL      ;PIET WESSELING;0228-562982;;info@prodina.nl                                             ;;;;
00003309;PROFLEX;;PROFLEX ;INDUSTRIEWEG 14;2821 AL ;STOLWIJK;NL      ;;0182-342271;;;;;;
00003310;PROVI;;PROVI   ;AFRIKALAAN 5;7681 ND ;VROOMSHOOP;NL      ;Dhr. Visser;0546-646566;0653182776;info@provi.nl                                               ;;;;
00003312;PROMAC BV;;PROMAC B;VAN VOORDENPARK 14;5301 KP ;ZALTBOMMEL;NL      ;GERDA DE VISSER;0418-683333;;INFO@PROMAC.NL     WWW.PROMAC.NL                            ;;;;
00003350;HANENBERG MATERIEEL B.V.;;HANENBER;CANADABAAN 14;5388 NT ;NISTELRODE;NL      ;MARCEL VAN DEN HANENBERG;0412-613344;06-22398510;nahit@sherpaminiloaders.com                                 ;marcel@hanenberg-materieel.nl;Factuur@hanenberg-materieel.nl;;
00003354;HANSA-FLEX NEDERLAND BV;VESTIGING DEVENTER;HANSA DE;TEUGSEWEG 21;7418 AM ;DEVENTER;NL      ;Sebastiaan Kamperman;0570-609045;06-53167694;sebastiaan.kamperman@hansa-flex.com                         ;;Invoice-nl@hansa-flex.com;;
00003355;HANSA-FLEX NEDERLAND BV;;HANSAFLE;NERVISTRAAT 20;8013 RS ;ZWOLLE  ;NL      ;;038-4669283;;zwo@hansa-flex.com                                          ;;invoice-nl@hansa-flex.com;;
00003375;VERGUCHT HYDRAULICS NV;;VERGUCHT;DORPSSTRAAT 174;9420    ;ERPE;B       ;;003253800848;;info@verguchthydraulics.be                                  ;;Info@verguchthydraulics.be;;
00003380;VERHOEF HANDELSONDERNEMING B..;;VERHOEF ;THIJSSEWEG 4;4927 PC ;HOOGE ZWALUWE;NL      ;DHR. K. VERHOEF;076-5931317;06-51270651;dave@truck-parts.nl                                         ;info@truck-parts.nl  keesverhoef@truck-parts.nl;administratie@truck-parts.nl;;
00003385;FRANS VERVAET BV;;VERVAET ;HARINGKAKER 1;4521 GN ;BIERVLIET (NL);NL      ;T.a.v. C. Ross;0115-481720 217;;inkoop@vervaet.nl                                           ;claudia.ross@vervaet.nl;;;
00003423;SLOOTSMID LAREN BV;                        ;SLOOTSMI;ZUTPHENSEWEG 31;7245 NR ;LAREN (GLD)                   ;NL      ;T.a.v. E. Dondertman;0573-401227    ;;werkplaats.laren@slootsmid.nl                               ;;efactuur.laren@slootsmid.nl;;
00003424;SLOOTSMID MESTTECHNIEK BV;;SLOOTSMI;KORENBREE 40A;7271 LH ;BORCULO ;NL      ;T.a.v. S. Duistermaat;0545-745090/96 r;Prod. Roy Lampe;expeditie.mesttechniek@slootsmid.nl                         ;productie@slootsmid.com;efactuur.mesttechniek@slootsmid.nl
;;
00003425;SLOOTSMID BORCULO;;SLOOTSMI;KORENBREE 40A;7271 LH ;BORCULO ;NL      ;T.a.v. J. te Luggenhorst;0545-273859;;magazijn.borculo@slootsmid.nl                               ;d.koerselman@slootsmid.nl;efactuur.borculo@slootsmid.nl
;;
00003442;SITA TRANSPORT;;SITA TRA;STEEKTERWEG 67;2407 BE ;ALPHEN A/D RIJN;NL      ;;0172-427200;;;;;;
00003510;L.M.B Peijnenburg BV;;PEIJNENB;KRUISSTRAAT 39A;5249 PB ;ROSMALEN;NL      ;JOOST;073-5212378;;info@peijnenburgmachines.nl                                 ;;facturen@peijnenburgmachines.nl;;
00003514;FLEXION B.V. ROERMOND;INDUSTRIAL PRODUCTS     ;FLEXION ;ALBERT EINSTEINWEG 8;6045 GX ;ROERMOND                      ;NL      ;;0475-372233;;;;;;
00003516;shs;;FLEVO HY;DUKDALFWEG 15A;1332 BH ;ALMERE  ;NL      ;;036-3527427;06-46096069;info@flevo-hydraulics.com                                   ;;;;
00003517;DE RIJCKE BVBA.;;RIJCKE  ;PAREINPARK 16;9120    ;BEVEREN ;BE      ;;003237553430;;greetje@deryckeverhuur.be                                   ;;Greetje@deryckeverhuur.be;;
00003521;VANBERGEN BVBA AUTO-ELECTRICIT;;VANBERGE;TONGERSESTEENWEG  313;3800    ;SINT-TRUIDEN;BE      ;;003211683702;;;;;;
00003531;MACHINEFABRIEK POORTHUIS B.V.;;POORTHUI;SCHELMAATSTRAAT 12;7570 BD ;OLDENZAAL;NL      ;;0541-513415;;info@poorthuis.nl                                           ;;;;
00003532;HANDELSONDERNEMING HUGO POPKEN;;POPKEN  ;DE HANEKAMPEN 29;9411 XN ;BEILEN  ;NL      ;T.A.V. HUGO POPKEN;0593-540232;06-55372688;info@landreus.nl                                            ;;;;
00003550;POWER-PACKER EUROPA B.V.;Finance;POWER-PA;EDISONSTRAAT 2-8;7575 AT ;OLDENZAAL;NL      ;Stella Bolink;0541-584649;;;;Ap@power-packer.nl;;
00003596;HYTRES BV;;HYTRES B;INNOVATIEWEG 15;7007 CD ;DOETINCHEM;NL      ;DHR. DONNE WELLING;0314-390540;06-53832338;hytres@planet.nl                                            ;;;;
00003597;HYVA INTERNATIONAL B.V.;;HYVA    ;ONDERNEMINGSWEG 1;2404 HM ;ALPHEN A/D RIJN;NL      ;MARTIJN WEBER;0172-423555;;purchase@hyva.com                                           ;m.weber@hyva.com;Invoices@hyva.com;;
00003598;HYDRO-TECHNIEK;;HYDRO-TE;COULOMBSTRAAT 14; 1704 SP;HEERHUGOWAARD;NL      ;;072-5725489;06 22482223;info@hydro-techniek.nl                                      ;;;;
00003599;HYVA INTERNATIONAL;ITALIAN FISCAL REPRESENTATIVE;HYVA    ;VIA CRESCITELLI 6;20900   ;MONZA;IT      ;;;;b.amjad@hyva.com                                            ;;Invoices@hyva.com;;M260822 
00003605;Cartal Rijsbergen Automotive;BV;CARTAL  ;Berchvliet 20;1046 CA ;AMSTERDAM;NL      ;;0384609500;;p.bouman@rijsbergen.nl                                      ;;facturen@rijsbergen.nl;;
00003848;LEMAHIEU AGRI;;LEMAHIEU;RIJSELSEWEG 164;B8902   ;IEPER   ;BE      ;T.a.v. J. Lemahieu;0032-57201147;;jan@agrilemahieu.be                                         ;;;;
00003849;JANSEN HYDRAULIEK SERVICE BV; OSS;JANSEN O;GALLIERSWEG 6J;5349 AT ;OSS     ;NL      ;ERIK;0412-628554;;werkplaatsoss@jansenhydrauliek.nl                           ;;Admin@jansenhydrauliek.nl;;
00003850;JANSEN HYDRAULIEK SERVICE BV;;JANSEN H;DE SLOF 19;5107 RH ;DONGEN  ;NL      ;AD JANSEN//FRANK WENS;0162-370250;06-20367734;werkplaatsdongen@jansenhydrauliek.nl                        ;a.jansen@jansenhydrauliek.nl;Admin@jansenhydrauliek.nl;;
00003860;JAKO LANDBOUWMACHINES BV;;JAKO LAN;HARSKAMPERWEG 30;3774 JP ;KOOTWIJKERBROEK;NL      ;;0342-442524;;info@jako-landbouw.com                                      ;administratie@jako-landbouw.com;Administratie@jako-landbouw.com;;
00003870;DE JONG'S HYDRAULISCHE;SYSTEMEN B.V.;JONG    ;UILECOTENWEG 47;5324 JT ;AMMERZODEN;NL      ;;073-5991832;;;;;;
00004100;AGRIFAC MACHINERY BV;T.A.V. CREDITEUREN ADMIN.;AGRIFAC ;EESVEENSEWEG 15;8332 JA ;STEENWIJK;NL      ;DHR. R.J. BOOIJ - K. EVERS;0521-527280/214;BOOIJ0521-527262;info@agrifac.nl                                             ;j.booij@agrifac.nl;;;M151208 
00004101;AGRIFAC MACHINERY BV;T.A.V. CREDITEUREN ADMIN.;AGRIFAC ;EESVEENSEWEG 15;8332 JA ;STEENWIJK;NL      ;MARCO DE LANGE;0521-527280/214;BOOIJ0521-527262;info@agrifac.nl                                             ;j.booij@agrifac.nl;Finance@agrifac.com;;
00004119;BMI TRADING BV;;BMI TRAD;DIENSTENWEG 12;3161 GN ;RHOON   ;NL      ;G. BOELE;010-5061420;;bmitrading@hetnet.nl                                        ;;;;
00004120;VAN BERKEL LANDSCHAP & INFRA;BV;BERKEL  ;Doornhoek 4265;5465 TG ;VEGHEL  ;NL      ;J. VAN BERKEL;0413-363259;;info@vanberkelgroep.eu                                      ;;Inkoop10@vanberkelgroep.eu;;
00004121;FA. T. BORK EN ZN.;TRANSPORTBEDRIJF;BORK    ;NIEUWSTRAAT 23;7927 PJ ;ALTEVEER (DR);NL      ;HENK BORK;0528-361280;;;;;;
00004130;IHYDRAULICS B.V.;;IHYDRAUL;A. Einsteinlaan 27;9615 TE ;KOLHAM  ;NL      ;T.a.v. B.J. Boersema;0598-703000;;info@ihydraulics.nl                                         ;;Finance@ihydraulics.nl;;
00004131;KROON MACHINEBOUW;EN LASTECHNIEK;KROON HY;MELKRIJDER 10A;3861 SG ;NIJKERK - NEDERLAND;NL      ;ALBERT;0332450145;06-22790700;kroon.hydraulic@hetnet.nl                                   ;;kroon.hydraulic@hetnet.nl;;M190114 
00004132;LOETJE'S SERVICE EN; DIENSTVERLENING;LOETJE'S;EENDRACHTSTRAAT 38;3785 KV ;ZWARTEBROEK;NL      ;Milou Hulsman;06-51595617;;info.loetjeservice@gmail.com                                ;;;;M0101201
00004134;AUTO ELEKTRO SERVICE BV (A.E.S;;AUTO ELE;POSTBUS 1125;8300 BC ;EMMELOORD  -  NEDERLAND;NL      ;;0572617733;;;;;;
00004140;FAVORIT;;FAVORIT ;MEISELAAN   74;1880    ;KAPELLE OP DEN BOS;BE      ;;003215711725;;;;;;
00004145;MEES VAN DEN BRINK - DRACHTEN;;MEES VAN;DE KIEL 29;9206 BG ;DRACHTEN;NL      ;;0512546269;;eddy@meesvandenbrink.nl                                     ;;Crediteuren@meesvandenbrink.nl;;
00004155;AKKERMANS TECHNIEK;;AKKERMAN;NIJVERHEIDSWEG 17;4731 CZ ;OUDENBOSCH;NL      ;C. MAATJENS;0165-313555;;inkoopfactuur@techniek.nl                                   ;;;;
00004160;ALLERS BEDRIJFWAGENS VENLO BV;;ALLERS B;RUDOLF DIESELWEG 20;5928 LH ;VENLO  -  NEDERLAND;NL      ;;077-3237323;;allers@allers.nl                                            ;;;;
00004164;FAASSEN THEO B.V. TRANSP.HOLLA;;FAASSEN ;VAN COEHOORNSTRAAT 18;5916 PH ;VENLO - NEDERLAND;NL      ;;;;;;;;
00004165;BENCO METAAL;;BENCO ME;VEEGTESSTRAAT  28;5916 PG ;VENLO  -  NEDERLAND;NL      ;;;;;;;;
00004170;DUNLOP HIFLEX;A DIV OF ALFAGOMMA GERMANY GMB;DUNLOP  ;HUNNEPERKADE 86;7418 BT ;DEVENTER;NL      ;;0570-660570    ;;rb@dunlophiflex.nl                                          ;;Deventer@dunlophiflex.nl;;M012018 
00004171;C. VAN BEUSEKOM B.V.;;BEUSEKOM;BOVENEIND ZUIDZIJDE 31;3405 AM ;BENSCHOP;NL      ;;0348-451844;;info@beusekomlmb.nl                                         ;;;;
00004180;BERG TECH;;BERG TEC;PARKWEG 38;3451 RK ;VLEUTEN ;NL      ;;030-6777062;;admin@bergtechvleuten.nl                                    ;;;;
00004200;TOTAL HYDRAULICS;;TOTAL HY;CELSIUSSTRAAT 28;1704 RW ;HEERHUGOWAARD;NL      ;BRAM, LUC VAN DER GEEST;072-5766700;06-51316410;bram@totalhydraulics.nl                                     ;;invoice@totalhydraulics.nl;;
00004201;CLAESSEN TRANSPORT B.V.;;CLAESSEN;COLUMBUSWEG 27;5928 LA ;VENLO - NEDERLAND;NL      ;;;;;;;;
00004230;TRACON UDEN TRANSP.EN CONSTR.;;TRACON U;LIESSENSTRAAT 9A;5405 AH ;UDEN;NL      ;;0413-250905;;info@tracon-uden.com                                        ;;;;
00004238;GEERLINGS C. B.V.;;GEERLING;L.J. COSTERSTRAAT  9-11;5916 PR ;VENLO - NEDERLAND;NL      ;;;;;;;;
00004248;TTN PUTTEN BV;;TTN     ;VOORTHUIZERSTRAAT 196-198;3881 SM ;PUTTEN  ;NL      ;;;0655871338;info@ttnputten.nl                                           ;;info@ultra-lite.nl;Kranen@ultra-lite.nl;
00004249;MTS BOUWSEMA;;BOUWSEMA;BOSWEG 3;9913 PA ;EENUM;NL      ;GEERT BOUWSEMA;0596-572732;;;;Gbouwsema@hotmail.com;;
00004260;CHARLES FEIJTS BEDRIJFSWAGENS;VENLO B.V.;FEIJTS  ;L.J. COSTERSTRAAT  53;5916 PR ;VENLO - NEDERLAND;NL      ;;077-3558383;;INFO@CFG.NL                                                 ;;;;
00004300;SET HYDRAULIEK;;SET HYDR;;9999 CZ ;        ;NL      ;;;;;;;;
00004307;LINTRAILERS B.V.;;LINTRAIL;VAN COEHOORNSTRAAT 4-4A;5916 PH ;VENLO - NEDERLAND;NL      ;;;;;;;;
00004325;LOSI;;LOSI    ;MERKURSTRASSE 52(GEWERBEGEBIE);D-67663 ;KAISERSLAUTERN;DE      ;;0049-63135124-0;;markus.nabinger@loesi.de                                    ;info@loesi.de;;;
00004330;FEIJTER GROEP AANNEMING BV;;FEIJTER ;MR. F.J. HAARMANWEG 53;4538 AN ;TERNEUZEN;NL      ;JAN VERHELST;0115-481638;06-10268849;info@feijtergroep.nl                                        ;;Info@feijtergroep.nl;;M311220 
00004341;SCHREURS OLIEMAATSCHAPPIJ B.V.;;SCHREURS;DECLARANTENWEG  6;5915 PH ;VENLO - NEDERLAND;NL      ;;;;;;;;
00004350;SMITS P. FA.;;SMITS P.;VEERWEG 27;5941 AB ;VELDEN - NEDERLAND;NL      ;;;;;;;;
00004400;RAVO B.V.;;RAVO B.V;OTTERKOOG 1;1822 BW ;ALKMAAR ;NL      ;Dhr.M.Smaalders;;;;;;;
00004414;HYLICO;;HYLICO  ;Z.A. DU FORT - 8 RUE FRENELET;59650   ;VILLENEUVE D'ASCQ - FRANCE;FR      ;;;;;;;;
00004415;KROON HYDRAULIEK HARDERWIJK;;KROON HY;NOBELSTRAAT 31-3;3846 CE ;HARDERWIJK;NL      ;RUDI;0341-429576;06-30021983;;;;;M190114 
00004416;KROONEMAN HYDRAULIEK B.V.;;KROONEM ;AMPERESTRAAT 9;8071 PH ;NUNSPEET;NL      ;DHR. J. DEN HERTOG;0341-254300;;info@kroonemanhydrauliek.nl                                 ;jelle@kroonemanhydrauliek.nl;administratie@kroonemanhydrauliek.nl;;
00004417;SLOOTSMID B.V.(L.VK);;NIET GEB;POSTBUS 507;7245 ZG ;LAREN - NEDERLAND;NL      ;T.a.v. Jeroen Wantia;0573-401227;;;;;;30-04-04
00004420;KRUITBOSCH EN DE WEERD-;FLEXTUBO BV I.O.;K & W FL;Dortmundstraat 10;7418 BH ;DEVENTER;NL      ;;0570-661790;;;;;;
00004422;KRAKER TRAILERS AXEL B.V.16;;KRAKER  ;VAARTWIJK 7;4571 SV ;AXEL;NL      ;T.A.V. J.  van de Velde;0115-561740;;purchase@krakertrailers.nl                                  ;j.vandevelde@krakertrailers.nl;Invoices@krakertrailers.nl;;
00004425;KUIPERS LMB BV;;KUIPERS ;BLAUHUSTERLEANE 10;8658 LJ ;GREUNTERP;NL      ;JAN WITTEVEEN;;;;;;;
00004426;CNC;;CNC     ;POSTBUS 13;6590 AA ;GENNEP - NEDERLAND;NL      ;;0485516541;;;;;;09-10-14
00004432;CARROSSERIE KUSTERS B.V;;CARROSSE;POSTBUS 38;5900 AA ;VENLO - NEDERLAND;NL      ;;0773517045;;;;;;
00004433;FITTEN BV;;FITTEN B;HASSELT 2 B;5941 NP ;VELDEN - NEDERLAND;NL      ;;0774721670;;;;;;
00004434;LEON PETERS;;LEON PET;VORSTWEG  55;5941 NT ;VELDEN - NEDERLAND;NL      ;;0774722841;;;;;;
00004435;LEBBINK AGROSERVICE;;LEBBINK ;ZUTPHENSEWEG 30;7382 AM ;KLARENBEEK;NL      ;GERJON LEBBINK;055-3010817;06-23180536;info@lebbinkagroservice.nl                                  ;;Facturen@lebbinkagroservice.nl;;
00004438;DEVRIE Installationstech.GMBH;;DEVRIE  ;Anton-Schlecker-Strasse 1;49324   ;MELLE ORT GERDEN     DUITSLAND;NL      ;FLORIAN ADEN;0049-5422-69270;;administration@devrie.com                                   ;f.aden@devrie.com;administration@devrie.com;;
00004460;FRAMEC BV;;FRAMEC B;COENECOOP 10;2741 PG ;WADDINXVEEN;NL      ;;0182-630218;;;;;;
00004480;KRAAKMAN REYNEVELD B.V.;;REIJNEVE;LAGEWAARD 17;2396 AT ;KOUDEKERK A/D RIJN;NL      ;;071-3414100;;c.voorbij@reyneveld.com                                     ;;;;
00004485;TRANSPORTCENTRALE SNEEK;;SNEEK   ;ZADELSTRAAT 3;8601 WH ;SNEEK   ;NL      ;;;06-12522773;;;;;
00004490;ROELEVELD & BOS B.V.;;ROELEVEL;van Geijnweg 2;3641 RE ;MIJDRECHT;NL      ;DHR. H. RADEMAKERS;0297-569194;;parts@roeleveld-mech.nl                                     ;;info@roeleveld-mech.nl;;
00004500;ROM BV;;ROM     ;HARSELAARSEWEG 63;3771 MA ;BARNEVELD                     ;NL      ;T.a.v. E. Spee;0342-490417    ;Els;inkoop@rombv.com                                            ;info@rombv.com;invoice@rombv.com;;
00004501;EUROM S.R.O;;EUROM S.;PODOLI 473;664 03  ;PODOLI U BRNA;CZ      ;To L. Uliarcikova;00420-554234505;;l.uliarcikova@eurom.cz                                      ;j.mikula@eurom.cz boekhouding;invoice@eurom.cz;;
00004525;RSH HILLEGOM B.V.;;RSH HILL;EDISONSTRAAT 2;2181 AB ;HILLEGOM;NL      ;T.a.v. R. van Velzen;0252-521250;;richard@rsh.eu                                              ;;invoice@rsh.eu;;
00004600;VAN RIJSSEL CARROSSERIEBEDRIJF;;RIJSSEL ;Florapark 21;5721 VH ;ASTEN   ;NL      ;;0493-692397;;magazijn@van-rijssel.nl                                     ;;Administratie@van-rijssel.nl;;
00004601;INTEGRON AANDRIJFTECHNIEK;;INTEGRON;DWARSAKKER 2;7761 PW ;SCHOONEBEEK;NL      ;PAUL MEIJER;0524-532797;;snb@integrongroup.nl                                        ;;;;
00006036;VDS-INTERNATIONAL;JAN M VAN DER SCHAAF;VDS-INTE;AMSTEL 167;1018 ES ;AMSTERDAM;NL      ;;020-6251269;06-54757066;vds@xs5all.nl                                               ;;;;
00009000;ALTHUISIUS;;ALTHUYSI;DUURSTEDEWEG 30;7418 CK ;DEVENTER                      ;NL      ;DE DIREKTIE;079-5931431;;;;;;
00009001;ATLAS-SERVICE VAASSEN;                        ;ATLAS SE;ALBAWEG 6;7364 CB ;LIEREN  ;NL      ;DHR. K. REUVENKAMP;0578-573622;0622548518 klaas;klaas@atlasservicevaassen.nl                                ;;post@atlasservicevaassen.nl;;
